Xiller,M&L,Splat Zones on Snapper Canal,Clam Blitz on Manta Maria,Tower Control on Walleye Warehouse,Rainmaker on Sturgeon Shipyard,Splat Zones on MakoMart,Clam Blitz on Kelp Dome,Tower Control on Piranha Pit,Rainmaker on The Reef,Splat Zones on Blackbelly Skatepark
Xiller,Ethereal,Tower Control on Manta Maria,Rainmaker on Blackbelly Skatepark,Clam Blitz on Sturgeon Shipyard,Splat Zones on MakoMart,Tower Control on Kelp Dome,Rainmaker on Walleye Warehouse,Clam Blitz on The Reef,Splat Zones on Piranha Pit,Tower Control on Snapper Canal
Xiller,The binx's,Clam Blitz on Sturgeon Shipyard,Rainmaker on Snapper Canal,Splat Zones on Piranha Pit,Tower Control on Walleye Warehouse,Clam Blitz on The Reef,Rainmaker on Blackbelly Skatepark,Splat Zones on Kelp Dome,Tower Control on MakoMart,Clam Blitz on Manta Maria
Xiller,Alliance Rogue,Rainmaker on Sturgeon Shipyard,Tower Control on Snapper Canal,Clam Blitz on The Reef,Splat Zones on Manta Maria,Rainmaker on Kelp Dome,Tower Control on MakoMart,Clam Blitz on Walleye Warehouse,Splat Zones on Piranha Pit,Rainmaker on Blackbelly Skatepark
Xiller,TakeOver!,Clam Blitz on The Reef,Splat Zones on Piranha Pit,Tower Control on Manta Maria,Rainmaker on Sturgeon Shipyard,Clam Blitz on Walleye Warehouse,Splat Zones on Kelp Dome,Tower Control on Snapper Canal,Rainmaker on MakoMart,Clam Blitz on Blackbelly Skatepark
Xiller,N/A,Clam Blitz on Sturgeon Shipyard,Rainmaker on Snapper Canal,Tower Control on Manta Maria,Splat Zones on The Reef,Clam Blitz on Walleye Warehouse,Rainmaker on Kelp Dome,Tower Control on Piranha Pit,Splat Zones on MakoMart,Clam Blitz on Blackbelly Skatepark
Xiller,Crème Fresh,Clam Blitz on Snapper Canal,Splat Zones on Walleye Warehouse,Rainmaker on Kelp Dome,Tower Control on Blackbelly Skatepark,Clam Blitz on MakoMart,Splat Zones on The Reef,Rainmaker on Piranha Pit,Tower Control on Sturgeon Shipyard,Clam Blitz on Manta Maria
Xiller,fuzzy,Clam Blitz on MakoMart,Tower Control on Blackbelly Skatepark,Splat Zones on Snapper Canal,Rainmaker on The Reef,Clam Blitz on Manta Maria,Tower Control on Kelp Dome,Splat Zones on Walleye Warehouse,Rainmaker on Sturgeon Shipyard,Clam Blitz on Piranha Pit
Xiller,Neptune,Rainmaker on Kelp Dome,Clam Blitz on Manta Maria,Tower Control on Sturgeon Shipyard,Splat Zones on Piranha Pit,Rainmaker on Walleye Warehouse,Clam Blitz on Snapper Canal,Tower Control on MakoMart,Splat Zones on The Reef,Rainmaker on Blackbelly Skatepark
Xiller,TOMO,Splat Zones on Snapper Canal,Tower Control on Kelp Dome,Clam Blitz on Sturgeon Shipyard,Rainmaker on The Reef,Splat Zones on Piranha Pit,Tower Control on Walleye Warehouse,Clam Blitz on Manta Maria,Rainmaker on Blackbelly Skatepark,Splat Zones on MakoMart
Xiller,⊝bject Šhredders,Splat Zones on Sturgeon Shipyard,Tower Control on Kelp Dome,Rainmaker on Walleye Warehouse,Splat Zones on MakoMart,Tower Control on Piranha Pit,Rainmaker on Blackbelly Skatepark,Splat Zones on Snapper Canal,Tower Control on The Reef,Rainmaker on Manta Maria
Xiller,Team Olive,Rainmaker on Snapper Canal,Splat Zones on Manta Maria,Clam Blitz on Blackbelly Skatepark,Rainmaker on Sturgeon Shipyard,Splat Zones on Piranha Pit,Clam Blitz on MakoMart,Rainmaker on The Reef,Splat Zones on Walleye Warehouse,Clam Blitz on Kelp Dome
Xiller,Prophecy,Tower Control on MakoMart,Rainmaker on Kelp Dome,Splat Zones on Walleye Warehouse,Tower Control on Manta Maria,Rainmaker on Sturgeon Shipyard,Splat Zones on The Reef,Tower Control on Piranha Pit,Rainmaker on Blackbelly Skatepark,Splat Zones on Snapper Canal
Xiller,Ink Cartel,Tower Control on Blackbelly Skatepark,Splat Zones on Manta Maria,Rainmaker on MakoMart,Tower Control on Piranha Pit,Splat Zones on Kelp Dome,Rainmaker on Snapper Canal,Tower Control on Sturgeon Shipyard,Splat Zones on Walleye Warehouse,Rainmaker on The Reef
Xiller,Kagura,Rainmaker on MakoMart,Clam Blitz on Blackbelly Skatepark,Splat Zones on The Reef,Rainmaker on Manta Maria,Clam Blitz on Sturgeon Shipyard,Splat Zones on Snapper Canal,Rainmaker on Piranha Pit,Clam Blitz on Walleye Warehouse,Splat Zones on Kelp Dome
Xiller,Inklings Team,Splat Zones on Manta Maria,Clam Blitz on The Reef,Rainmaker on Piranha Pit,Splat Zones on Kelp Dome,Clam Blitz on Walleye Warehouse,Rainmaker on Blackbelly Skatepark,Splat Zones on Sturgeon Shipyard,Clam Blitz on MakoMart,Rainmaker on Snapper Canal
Xiller,Electric Zoo,Splat Zones on Kelp Dome,Rainmaker on Walleye Warehouse,Tower Control on MakoMart,Splat Zones on The Reef,Rainmaker on Sturgeon Shipyard,Tower Control on Blackbelly Skatepark,Splat Zones on Snapper Canal,Rainmaker on Manta Maria,Tower Control on Piranha Pit
Xiller,Limitless,Rainmaker on Sturgeon Shipyard,Splat Zones on Kelp Dome,Tower Control on Blackbelly Skatepark,Rainmaker on MakoMart,Splat Zones on Manta Maria,Tower Control on Walleye Warehouse,Rainmaker on Piranha Pit,Splat Zones on Snapper Canal,Tower Control on The Reef
Xiller,Akatsuki,Clam Blitz on Snapper Canal,Rainmaker on Kelp Dome,Tower Control on MakoMart,Splat Zones on Piranha Pit,Clam Blitz on Walleye Warehouse,Rainmaker on Manta Maria,Tower Control on The Reef,Splat Zones on Sturgeon Shipyard,Clam Blitz on Blackbelly Skatepark
Xiller,Team Anonymous,Splat Zones on The Reef,Tower Control on Manta Maria,Rainmaker on MakoMart,Clam Blitz on Sturgeon Shipyard,Splat Zones on Blackbelly Skatepark,Tower Control on Kelp Dome,Rainmaker on Snapper Canal,Clam Blitz on Piranha Pit,Splat Zones on Walleye Warehouse
Xiller,Imagine Squids,Tower Control on The Reef,Rainmaker on Manta Maria,Splat Zones on Walleye Warehouse,Clam Blitz on Piranha Pit,Tower Control on Blackbelly Skatepark,Rainmaker on Kelp Dome,Splat Zones on MakoMart,Clam Blitz on Sturgeon Shipyard,Tower Control on Snapper Canal
Xiller,Spanish Army,Rainmaker on Walleye Warehouse,Splat Zones on Kelp Dome,Tower Control on Sturgeon Shipyard,Rainmaker on Piranha Pit,Splat Zones on MakoMart,Tower Control on The Reef,Rainmaker on Blackbelly Skatepark,Splat Zones on Snapper Canal,Tower Control on Manta Maria
Xiller,Konton Knights I,Splat Zones on Blackbelly Skatepark,Rainmaker on Piranha Pit,Tower Control on Walleye Warehouse,Splat Zones on Manta Maria,Rainmaker on Kelp Dome,Tower Control on MakoMart,Splat Zones on Snapper Canal,Rainmaker on The Reef,Tower Control on Sturgeon Shipyard
Xiller,Hexagone,Tower Control on The Reef,Rainmaker on Snapper Canal,Splat Zones on MakoMart,Tower Control on Sturgeon Shipyard,Rainmaker on Walleye Warehouse,Splat Zones on Manta Maria,Tower Control on Piranha Pit,Rainmaker on Kelp Dome,Splat Zones on Blackbelly Skatepark
Xiller,Potatoon,Rainmaker on Piranha Pit,Splat Zones on Blackbelly Skatepark,Tower Control on Sturgeon Shipyard,Rainmaker on Manta Maria,Splat Zones on Snapper Canal,Tower Control on The Reef,Rainmaker on Kelp Dome,Splat Zones on MakoMart,Tower Control on Walleye Warehouse
Xiller,Kairos,Splat Zones on Manta Maria,Rainmaker on Kelp Dome,Tower Control on Sturgeon Shipyard,Splat Zones on Walleye Warehouse,Rainmaker on The Reef,Tower Control on Piranha Pit,Splat Zones on Blackbelly Skatepark,Rainmaker on Snapper Canal,Tower Control on MakoMart
